epoch,train_loss,val_loss,train_accuracy,val_accuracy,f1_macro
1,2.6624034088801563,2.5806039879461387,0.17495929995929996,0.20166870166870166,0.15658431304368575
2,2.177591362038279,1.9391534192995592,0.31746031746031744,0.39316239316239315,0.36948337938400183
3,1.8595656871795654,1.642673737393668,0.4213980463980464,0.4873829873829874,0.4711671797359473
4,1.605280577264181,1.412575254059554,0.49974562474562473,0.5555555555555556,0.5358829679175974
5,1.402745025138545,1.301532516038263,0.5567256817256817,0.5993080993080994,0.5799255549298882
6,1.2152886663025957,1.1981635267034403,0.6166564916564916,0.6330891330891331,0.6299145636938759
7,1.0524628648913004,1.0341327182658306,0.6645299145299145,0.6843711843711844,0.6826159472165869
8,0.9069316504932031,1.0426831724176595,0.7126577126577126,0.6837606837606838,0.6823016645975736
9,0.7673403053264308,0.9617400238496046,0.7588522588522588,0.7043142043142043,0.6963561237545455
10,0.654050643511904,0.9805388041430262,0.7918192918192918,0.7218152218152218,0.7175722830736779
11,0.5405714586498291,1.015559904594065,0.8307387057387058,0.7242572242572243,0.7220152363777468
12,0.4650388196353021,0.9674020696782156,0.8532254782254782,0.7437932437932437,0.7424073928784528
13,0.40066484203183556,0.9147433695924247,0.8737281237281237,0.7525437525437525,0.7459292862405795
14,0.3391779075671987,0.9284047736346347,0.8932132682132682,0.76007326007326,0.7565904230068293
15,0.2966173024560378,0.8995949038252984,0.9051180301180302,0.7678062678062678,0.765057558643821
16,0.2644693722145829,0.8545069101655118,0.916056166056166,0.7834757834757835,0.7800495394719259
17,0.24022266905663944,0.8886041113653066,0.924908424908425,0.7712657712657712,0.7697013956712275
18,0.21965959289573073,0.8530128030329429,0.929945054945055,0.7826617826617827,0.7803750778189343
19,0.20382175890168525,0.8683526756233603,0.9351851851851852,0.7849002849002849,0.7824353446893847
20,0.17765686236988237,0.9006731255457535,0.9443426943426944,0.7867317867317868,0.7865047490142609
21,0.17237358342220144,0.933981803753931,0.9452584452584453,0.782051282051282,0.7780676708509737
22,0.1682695404406849,0.8591508123205934,0.946988196988197,0.7942612942612942,0.7923996711334558
23,0.15949778300899314,0.9057810236268992,0.9472425722425722,0.7875457875457875,0.7875822265148636
24,0.13986935618416807,0.9514485339467057,0.9557387057387058,0.7903947903947904,0.7862380952589476
25,0.13969931387743814,0.9038141898724356,0.9558913308913309,0.796092796092796,0.7962885808932036
26,0.13597806554166525,0.876747867449898,0.9566544566544567,0.8040293040293041,0.7997927663159216
27,0.12599682832000458,0.9600921224869539,0.9608770858770859,0.792022792022792,0.7867748184110847
28,0.11832862610746993,0.8640585363160325,0.9623524623524623,0.8152218152218152,0.8144337960181041
29,0.1133400867306968,0.8970688763762249,0.9644383394383395,0.800976800976801,0.7970329473966629
30,0.10597086955331327,0.9829713668156976,0.9656084656084656,0.7912087912087912,0.7885351187849926
